,LotFrontage,LotArea,OverallQual,MasVnrArea,BsmtQual,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageFinish,GarageCars,GarageArea,AgeBuilt,AgeRemodeled,CentralAir_Y
0,0.1506849315068493,0.03341980415527355,0.6666666666666665,0.1225,0.8,0.12508858965272857,0.14009819967266776,0.11977971546581001,0.4135593220338983,0.2592313489073097,0.6666666666666666,0.6666666666666666,0.5,0.0,0.6666666666666666,0.5,0.38645980253878703,0.050724637681159424,0.11666666666666664,1.0
1,0.20205479452054792,0.03879501741101685,0.5555555555555556,0.0,0.8,0.1732813607370659,0.2065466448445172,0.21294171638366224,0.0,0.17483044461190655,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6000000000000001,0.6666666666666666,0.5,0.3244005641748942,0.24637681159420288,0.5666666666666667,1.0
2,0.16095890410958902,0.04650727990838767,0.6666666666666665,0.10125,0.8,0.08610914245216159,0.15057283142389527,0.13446535107847638,0.41937046004842615,0.27354935945742276,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6000000000000001,0.6666666666666666,0.5,0.4287729196050776,0.06521739130434784,0.1333333333333333,1.0
3,0.13356164383561642,0.0385613124868541,0.6666666666666665,0.0,0.6000000000000001,0.03827072997873848,0.12373158756137481,0.14387333639284075,0.36610169491525424,0.2605501130369254,0.3333333333333333,0.6666666666666666,0.41666666666666663,0.8,0.3333333333333333,0.75,0.4527503526093089,0.6884057971014492,0.6666666666666667,1.0
4,0.21575342465753422,0.06057631634298535,0.7777777777777777,0.21875,0.8,0.11605244507441531,0.18739770867430444,0.18609453877925655,0.5099273607748184,0.35116804822908815,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.6000000000000001,0.6666666666666666,0.75,0.5895627644569816,0.07246376811594205,0.16666666666666663,1.0
5,0.2191780821917808,0.05989857206291336,0.4444444444444445,0.0,0.8,0.12969525159461376,0.13027823240589198,0.10601193207893528,0.27409200968523,0.19366993217784478,0.3333333333333333,0.33333333333333337,0.24999999999999997,0.0,0.3333333333333333,0.5,0.3385049365303244,0.12318840579710144,0.25,1.0
6,0.18493150684931503,0.04105728107691229,0.7777777777777777,0.11625,1.0,0.24255846917080087,0.27594108019639935,0.31206975676916016,0.0,0.2562170308967596,0.6666666666666666,0.6666666666666666,0.41666666666666663,0.8,0.6666666666666666,0.5,0.4485190409026798,0.043478260869565216,0.08333333333333331,1.0
7,0.228310502283105,0.04245016242492229,0.6666666666666665,0.15,0.8,0.15219702338766833,0.1811783960720131,0.1773749426342359,0.47602905569007264,0.3308214016578749,0.6666666666666666,0.33333333333333337,0.41666666666666663,0.6000000000000001,0.6666666666666666,0.5,0.3413258110014104,0.26811594202898553,0.6166666666666667,1.0
8,0.10273972602739724,0.022529154689289302,0.6666666666666665,0.0,0.6000000000000001,0.0,0.155810147299509,0.15787058283616337,0.3641646489104116,0.2712886209495102,0.6666666666666666,0.33333333333333337,0.5,0.6000000000000001,0.3333333333333333,0.5,0.3300423131170663,0.5724637681159421,1.0,1.0
9,0.09931506849315068,0.028605482717520857,0.4444444444444445,0.0,0.6000000000000001,0.15077958894401133,0.16219312602291328,0.17049105094079853,0.0,0.13997739261492087,0.3333333333333333,0.33333333333333337,0.24999999999999997,0.6000000000000001,0.6666666666666666,0.25,0.14456981664315938,0.5144927536231885,1.0,1.0
10,0.1678082191780822,0.046273574984224915,0.4444444444444445,0.0,0.6000000000000001,0.16052445074415309,0.17021276595744683,0.16200091785222578,0.0,0.13300678221552373,0.3333333333333333,0.33333333333333337,0.24999999999999997,0.0,0.3333333333333333,0.25,0.27080394922425954,0.32608695652173914,0.75,1.0
11,0.2191780821917808,0.049657622286101565,0.8888888888888888,0.17875,1.0,0.17682494684620836,0.19230769230769232,0.19458467186782927,0.5530266343825666,0.3749058025621703,1.0,0.9999999999999999,0.75,0.8,1.0,0.75,0.5190409026798307,0.03623188405797102,0.06666666666666665,1.0
12,0.1815068493150685,0.05453738110261983,0.4444444444444445,0.0,0.6000000000000001,0.13058114812189936,0.14926350245499184,0.13262964662689306,0.0,0.10889223813112284,0.3333333333333333,0.33333333333333337,0.16666666666666666,0.0,0.3333333333333333,0.25,0.24823695345557123,0.34782608695652173,0.8,1.0
13,0.23972602739726023,0.043712169015401155,0.6666666666666665,0.19125,0.8,0.0,0.24451718494271688,0.2661771454795778,0.0,0.21853805576488322,0.6666666666666666,0.6666666666666666,0.41666666666666663,0.8,0.6666666666666666,0.75,0.5923836389280677,0.028985507246376815,0.04999999999999999,1.0
14,0.1940639269406393,0.044964827408913506,0.5555555555555556,0.1325,0.6000000000000001,0.1298724309000709,0.20507364975450085,0.21087654887563104,0.0,0.17313489073097213,0.3333333333333333,0.33333333333333337,0.24999999999999997,0.4,0.6666666666666666,0.25,0.24823695345557123,0.36231884057971014,0.8333333333333333,1.0
15,0.10273972602739724,0.022529154689289302,0.6666666666666665,0.0,0.6000000000000001,0.0,0.13617021276595745,0.11932078935291418,0.0,0.09796533534287868,0.3333333333333333,0.33333333333333337,0.24999999999999997,0.0,0.3333333333333333,0.5,0.40620592383638926,0.5869565217391304,0.14999999999999997,1.0
16,0.2054794520547945,0.04646521302203837,0.5555555555555556,0.1125,0.6000000000000001,0.10240963855421686,0.16432078559738136,0.15374024782010096,0.0,0.12622456669178597,0.3333333333333333,0.33333333333333337,0.24999999999999997,0.6000000000000001,1.0,0.5,0.3385049365303244,0.2898550724637681,0.6666666666666667,1.0
17,0.17465753424657532,0.04436186870457361,0.3333333333333333,0.0,0.0,0.0,0.0,0.22074346030289124,0.0,0.18123587038432554,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.5,0.3638928067700987,0.3115942028985507,0.7166666666666666,1.0
18,0.1541095890410959,0.057935450699946246,0.4444444444444445,0.0,0.6000000000000001,0.11445783132530121,0.1823240589198036,0.17898118402937127,0.0,0.146948003014318,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.0,0.3333333333333333,0.5,0.40620592383638926,0.043478260869565216,0.09999999999999998,1.0
19,0.1678082191780822,0.02925985650517656,0.4444444444444445,0.0,0.6000000000000001,0.0892983699503898,0.1684124386252046,0.23061037173015145,0.0,0.18933685003767897,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.25,0.20733427362482368,0.37681159420289856,0.75,1.0
20,0.273972602739726,0.06036598191123887,0.7777777777777777,0.23750000000000002,1.0,0.0,0.18952536824877253,0.18907755851307942,0.5898305084745763,0.38470233609645815,1.0,0.6666666666666666,0.5833333333333334,0.8,0.6666666666666666,0.75,0.6015514809590973,0.03623188405797102,0.06666666666666665,1.0
21,0.12328767123287672,0.028741031573535254,0.6666666666666665,0.0,0.6000000000000001,0.0,0.10425531914893618,0.17760440569068378,0.0,0.14581763376036172,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.8,0.3333333333333333,0.25,0.19746121297602257,0.5797101449275361,1.0,1.0
22,0.18493150684931503,0.03945873939563906,0.7777777777777777,0.175625,0.8,0.0,0.29083469721767596,0.3352455254703993,0.0,0.2752449133383572,0.6666666666666666,0.6666666666666666,0.41666666666666663,0.8,0.6666666666666666,0.5,0.37658674188998587,0.05797101449275363,0.1333333333333333,1.0
23,0.07876712328767123,0.013667063965037744,0.4444444444444445,0.0,0.8,0.148830616583983,0.17021276595744683,0.16659017898118403,0.0,0.13677467972871138,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.6000000000000001,0.3333333333333333,0.5,0.4033850493653032,0.24637681159420288,0.5666666666666667,1.0
24,0.19748858447488582,0.03246628806468952,0.4444444444444445,0.0,0.6000000000000001,0.033309709425939055,0.17348608837970542,0.16659017898118403,0.0,0.13677467972871138,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.6000000000000001,0.3333333333333333,0.25,0.19040902679830748,0.30434782608695654,0.14999999999999997,1.0
25,0.30479452054794515,0.06043609338848769,0.7777777777777777,0.4,0.8,0.0,0.2563011456628478,0.2905002294630564,0.0,0.23850791258477771,0.6666666666666666,0.6666666666666666,0.41666666666666663,0.8,0.6666666666666666,0.75,0.6276445698166432,0.021739130434782608,0.04999999999999999,1.0
26,0.13356164383561642,0.027577181051204748,0.4444444444444445,0.0,0.6000000000000001,0.041459957476966694,0.14729950900163669,0.12987608994951813,0.0,0.10663149962321025,0.3333333333333333,0.6666666666666666,0.24999999999999997,0.0,0.3333333333333333,0.5,0.40620592383638926,0.4275362318840579,0.16666666666666663,1.0
27,0.2636986301369863,0.04757297436256982,0.7777777777777777,0.125,1.0,0.21580439404677534,0.2788870703764321,0.31436438733363925,0.0,0.25810097965335344,0.6666666666666666,0.6666666666666666,0.41666666666666663,0.8,0.6666666666666666,0.75,0.5444287729196051,0.021739130434782608,0.033333333333333326,1.0
28,0.08904109589041094,0.070209633316974,0.4444444444444445,0.0,0.6000000000000001,0.22625797306874557,0.24288052373158758,0.2905002294630564,0.0,0.23850791258477771,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.8,0.6666666666666666,0.25,0.2249647390691114,0.38405797101449274,0.21666666666666667,1.0
29,0.13356164383561642,0.02348267077987333,0.3333333333333333,0.0,0.6000000000000001,0.0,0.08510638297872342,0.042680128499311604,0.0,0.03504144687264506,0.3333333333333333,0.0,0.16666666666666666,0.0,0.3333333333333333,0.25,0.1692524682651622,0.6014492753623188,1.0,0.0
30,0.09931506849315068,0.0336535090794363,0.3333333333333333,0.0,0.6000000000000001,0.0,0.10621931260229134,0.07228086278109225,0.32348668280871673,0.18519216277317258,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.25,0.1763046544428773,0.6521739130434783,1.0,0.0
31,0.1689497716894977,0.03385916941269952,0.4444444444444445,0.0,0.6000000000000001,0.0,0.2009819967266776,0.20513997246443325,0.0,0.16842501883948757,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.0,0.3333333333333333,0.25,0.191114245416079,0.31884057971014496,0.06666666666666665,1.0
32,0.2191780821917808,0.045567786113253406,0.7777777777777777,0.0,1.0,0.0,0.20196399345335517,0.20651675080312068,0.0,0.16955538809344387,0.6666666666666666,0.6666666666666666,0.41666666666666663,0.0,0.6666666666666666,0.5,0.3413258110014104,0.021739130434782608,0.04999999999999999,1.0
33,0.1678082191780822,0.043244759167075646,0.4444444444444445,0.0,0.6000000000000001,0.18036853295535082,0.22880523731587563,0.3134465351078476,0.0,0.2573474001507159,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.8,0.6666666666666666,0.5,0.3152327221438646,0.3695652173913044,0.8500000000000001,1.0
34,0.13356164383561642,0.028105354179812567,0.8888888888888888,0.15375,1.0,0.20428773919206236,0.25548281505728315,0.28155117026158794,0.0,0.23116051243406177,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.8,1.0,0.5,0.3921015514809591,0.03623188405797102,0.08333333333333331,1.0
35,0.297945205479452,0.0566407254200846,0.7777777777777777,0.0825,1.0,0.0,0.1828150572831424,0.18311151904543368,0.639225181598063,0.3990203466465712,1.0,0.6666666666666666,0.5833333333333334,0.8,1.0,0.75,0.4873060648801128,0.043478260869565216,0.08333333333333331,1.0
36,0.3116438356164383,0.04467970740143495,0.4444444444444445,0.0,0.8,0.0,0.17954173486088382,0.17508031206975674,0.0,0.14374529012810852,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.5,0.47390691114245415,0.11594202898550726,0.25,1.0
37,0.1815068493150685,0.033803080230900465,0.4444444444444445,0.40625,0.6000000000000001,0.21491849751948974,0.21227495908346974,0.22097292335933913,0.0,0.18142426525998492,0.3333333333333333,0.33333333333333337,0.24999999999999997,0.6000000000000001,1.0,0.5,0.3511988716502116,0.4057971014492754,0.3333333333333333,1.0
38,0.16095890410958902,0.030951880156114886,0.4444444444444445,0.0,0.6000000000000001,0.12951807228915663,0.17299509001636662,0.16590178981184028,0.0,0.13620949510173322,0.3333333333333333,0.6666666666666666,0.24999999999999997,0.0,0.3333333333333333,0.25,0.17348377997179126,0.41304347826086957,0.04999999999999999,1.0
39,0.1506849315068493,0.022155226810628897,0.3333333333333333,0.0,0.0,0.0,0.0,0.18770078017439193,0.0,0.15410700828937451,0.6666666666666666,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.39855072463768115,0.9166666666666667,0.0
40,0.21575342465753422,0.0343920166397906,0.5555555555555556,0.063125,0.6000000000000001,0.11392629340892985,0.17806873977086746,0.22716842588343275,0.0,0.18651092690278825,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6000000000000001,0.6666666666666666,0.5,0.31029619181946405,0.32608695652173914,0.75,1.0
41,0.32191780821917804,0.07293930683119493,0.4444444444444445,0.0,0.6000000000000001,0.17133238837703757,0.220949263502455,0.2280862781092244,0.0,0.18726450640542575,0.3333333333333333,0.33333333333333337,0.24999999999999997,0.8,0.6666666666666666,0.25,0.21720733427362482,0.3695652173913044,0.8500000000000001,1.0
42,0.13926940639269403,0.036831896048049734,0.4444444444444445,0.0,0.8,0.1323529411764706,0.1374795417348609,0.12620468104635155,0.0,0.10361718161266015,0.3333333333333333,0.6666666666666666,0.24999999999999997,0.0,0.6666666666666666,0.5,0.3554301833568406,0.19565217391304346,0.45,1.0
43,0.19292237442922372,0.03692537801771483,0.4444444444444445,0.0,0.8,0.04961020552799433,0.153518821603928,0.1385956860945388,0.0,0.11379050489826675,0.3333333333333333,0.33333333333333337,0.24999999999999997,0.0,0.3333333333333333,0.25,0.21720733427362482,0.2536231884057971,0.49999999999999994,1.0
44,0.1678082191780822,0.031059384421229755,0.4444444444444445,0.0,0.6000000000000001,0.03171509567682495,0.18821603927986907,0.1872418540614961,0.0,0.15373021853805577,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.25,0.21156558533145275,0.3695652173913044,0.8500000000000001,1.0
45,0.136986301369863,0.029717918156535558,0.8888888888888888,0.2575,1.0,0.08079376328844791,0.28674304418985275,0.32537861404313906,0.0,0.2671439336850038,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.8,0.6666666666666666,0.5,0.40620592383638926,0.03623188405797102,0.08333333333333331,1.0
46,0.09246575342465753,0.05385496272406459,0.6666666666666665,0.0,1.0,0.23936924167257265,0.2346972176759411,0.2716842588343277,0.3055690072639225,0.34193669932177845,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.6666666666666666,0.5,0.47249647390691113,0.050724637681159424,0.11666666666666664,1.0
47,0.21575342465753422,0.04578746874196639,0.7777777777777777,0.0,0.8,0.004252303330970942,0.2710310965630115,0.30335016062413955,0.0,0.2490580256217031,0.6666666666666666,0.6666666666666666,0.41666666666666663,0.0,0.6666666666666666,0.75,0.5825105782792666,0.028985507246376815,0.06666666666666665,1.0
48,0.0410958904109589,0.014751454813152914,0.3333333333333333,0.0,0.6000000000000001,0.0,0.12045826513911621,0.09224414869206057,0.3467312348668281,0.21062547098718915,0.6666666666666666,0.33333333333333337,0.5,0.0,0.0,0.0,0.0,0.6521739130434783,0.033333333333333326,1.0
49,0.1541095890410959,0.03011054242912898,0.4444444444444445,0.0,0.6000000000000001,0.13518781006378455,0.1563011456628478,0.1424965580541533,0.0,0.11699321778447627,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.25,0.27221438645980256,0.31884057971014496,0.7333333333333334,1.0
50,0.14840182648401823,0.05874874383603262,0.5555555555555556,0.0,0.8,0.032246633593196315,0.12995090016366614,0.10555300596603948,0.3273607748184019,0.21401657874905805,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.0,1.0,0.5,0.2736248236953456,0.09420289855072464,0.21666666666666667,1.0
51,0.10616438356164383,0.02309004650727991,0.5555555555555556,0.0,0.6000000000000001,0.0,0.1335515548281506,0.11060119320789352,0.0,0.15862848530519968,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.8,0.3333333333333333,0.5,0.3723554301833568,0.5507246376811594,1.0,1.0
